km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
18600,75,bike,full_service,25
21435,59,car,wash,81
19581,64,car,wash,42
15191,116,bike,full_service,77
20190,80,bike,wash,85
26354,104,bike,full_service,64
18356,127,bike,wash,40
28386,70,bike,full_service,10
23018,85,car,wash,43
14704,139,car,repair,33
24867,70,car,repair,31
3123,45,car,repair,73
26174,46,car,repair,13
12533,78,bike,full_service,28
17608,148,bike,wash,67
15448,141,car,full_service,23
15586,129,bike,repair,34
26416,126,car,wash,62
2814,108,car,full_service,44
14001,118,bike,repair,72
18490,100,car,wash,36
17508,5,car,wash,69
20630,125,car,repair,38
14380,102,bike,repair,89
16406,36,bike,wash,35
3931,141,car,repair,63
14567,36,car,full_service,82
15038,7,bike,repair,30
13317,76,bike,repair,26
3971,140,bike,repair,38
3017,39,bike,wash,17
24799,106,car,wash,59
3415,91,car,repair,12
20480,17,car,wash,66
2609,56,bike,repair,26
1717,82,bike,full_service,60
20945,31,car,wash,88
26592,24,bike,repair,25
29141,32,car,wash,53
13662,87,bike,full_service,10
7782,103,car,full_service,39
27536,33,car,repair,31
2048,101,car,wash,88
26933,126,car,full_service,44
12618,68,bike,wash,18
9307,39,car,repair,78
27671,79,car,full_service,56
8905,140,car,full_service,83
10993,30,car,wash,44
11338,115,bike,full_service,47
6578,62,car,repair,62
14834,47,car,repair,7
19004,86,bike,full_service,19
7548,47,car,repair,49
8381,60,car,full_service,15
22164,139,car,full_service,43
28526,77,car,full_service,23
21176,17,bike,full_service,83
3941,27,bike,wash,24
6695,79,bike,full_service,75
7401,15,bike,repair,60
16179,76,bike,wash,82
15456,136,bike,repair,8
14097,25,car,full_service,13
26553,27,car,repair,29
7197,104,car,wash,51
28642,76,car,repair,53
6450,8,bike,wash,31
26359,50,car,full_service,32
25816,75,car,full_service,66
23258,121,bike,repair,20
18937,31,car,repair,50
18396,56,car,full_service,79
9378,53,bike,full_service,50
2881,115,car,repair,44
7799,143,car,full_service,87
15597,61,bike,wash,38
14675,83,car,wash,14
5586,55,car,repair,5
26006,22,car,repair,70
9430,16,car,full_service,21
23831,77,car,full_service,51
3345,21,bike,wash,28
17459,107,car,repair,54
10548,16,car,repair,89
6877,14,car,repair,33
7785,113,bike,repair,82
16833,47,bike,wash,76
5922,112,bike,wash,17
25474,96,car,repair,68
19714,90,car,wash,32
5686,15,car,repair,9
15407,97,car,wash,78
19286,110,car,full_service,13
13205,0,bike,wash,18
22054,40,car,repair,14
24527,47,car,full_service,37
14179,107,bike,repair,79
19443,102,bike,full_service,44
17524,127,bike,full_service,10
19173,29,bike,wash,21
29202,44,bike,wash,40
1016,79,car,full_service,74
14374,38,car,full_service,65
29924,44,car,full_service,78
17848,77,car,repair,53
21855,80,car,wash,73
19211,139,bike,repair,87
28604,92,car,wash,75
26095,31,car,repair,28
6956,23,bike,wash,55
17473,115,bike,full_service,46
5815,12,car,full_service,23
20235,147,car,wash,66
3843,78,bike,full_service,79
27460,55,car,full_service,71
29747,52,bike,repair,34
16972,67,car,wash,42
26501,33,bike,full_service,10
29310,27,bike,wash,26
23927,49,bike,repair,15
23285,129,car,wash,76
18353,110,bike,repair,33
2094,93,bike,repair,12
7124,46,car,repair,84
24731,25,car,full_service,39
20579,83,car,repair,76
2404,105,bike,wash,76
28940,91,bike,wash,49
24324,119,bike,full_service,37
21674,74,car,full_service,9
4982,121,car,repair,66
13515,40,bike,repair,41
16790,51,car,repair,21
13205,81,car,full_service,26
22939,133,bike,full_service,82
25338,73,bike,wash,36
13748,65,car,repair,18
22097,23,bike,repair,24
4092,27,car,wash,26
21543,116,car,wash,34
23692,113,bike,wash,58
27650,60,bike,wash,37
24862,68,car,repair,9
25860,113,car,full_service,22
14971,74,bike,repair,67
15616,58,car,wash,50
5933,129,car,full_service,11
5926,14,car,repair,33
26763,104,car,wash,61
4969,147,car,full_service,51
3965,97,bike,full_service,13
5319,34,car,full_service,63
9975,30,car,repair,75
8108,126,bike,wash,75
10141,18,bike,repair,47
21323,23,bike,repair,63
17428,83,car,repair,10
2810,91,car,full_service,57
21950,144,bike,wash,68
11273,146,bike,repair,8
29074,117,bike,wash,5
10021,46,bike,full_service,74
19293,102,bike,repair,35
7364,120,car,wash,69
3581,93,bike,full_service,73
1691,144,car,repair,23
29595,41,car,repair,73
1931,110,bike,wash,73
14128,28,bike,wash,53
25294,123,bike,repair,35
15226,16,bike,repair,64
14861,13,bike,full_service,75
16475,49,car,full_service,83
23766,56,bike,repair,59
4406,103,bike,wash,81
9339,38,car,wash,80
18416,95,bike,repair,87
18695,35,bike,full_service,81
9579,113,bike,repair,42
4121,36,car,wash,37
19257,13,bike,repair,10
29164,122,bike,repair,17
26491,82,bike,full_service,81
27454,72,bike,wash,81
24165,101,car,wash,24
16946,80,bike,repair,41
4748,82,car,wash,49
1277,43,bike,wash,77
27553,67,bike,wash,85
19243,47,bike,wash,63
28612,56,car,full_service,56
12563,74,bike,full_service,22
23313,21,bike,full_service,29
7792,131,car,full_service,83
22097,45,bike,full_service,5
14918,10,bike,wash,45
11374,30,bike,repair,22
5675,138,bike,repair,5
2170,119,car,full_service,43
9681,55,car,wash,78
11717,37,car,full_service,35
26758,20,bike,repair,75
13450,109,bike,wash,42
11680,93,bike,wash,12
11068,137,bike,wash,38
22692,135,car,repair,77
3462,7,bike,repair,31
14650,71,car,full_service,45
27206,118,bike,full_service,11
1287,33,bike,repair,36
23337,143,car,full_service,77
21666,104,bike,repair,85
19291,140,car,wash,20
2161,86,car,full_service,6
17513,149,bike,repair,47
23721,63,car,repair,35
3363,1,car,repair,84
25535,108,bike,full_service,51
6983,25,car,full_service,37
17527,82,car,wash,89
9207,106,bike,full_service,21
24853,68,car,full_service,58
15758,96,bike,full_service,58
1244,29,car,wash,55
18310,7,bike,wash,56
4178,37,bike,wash,11
3176,80,bike,full_service,58
6002,107,bike,repair,15
1886,64,bike,full_service,66
25916,66,car,wash,34
27627,89,bike,full_service,86
20782,94,bike,full_service,61
14721,71,car,repair,50
13142,42,bike,repair,84
25881,45,car,full_service,74
26483,124,car,wash,70
3654,38,bike,full_service,59
12984,50,car,full_service,62
24776,3,car,full_service,14
29618,120,car,wash,8
18755,79,bike,wash,78
8135,76,car,wash,77
1320,132,bike,wash,66
5654,54,bike,wash,47
29635,19,car,full_service,46
22684,33,bike,wash,28
24145,121,car,full_service,9
24238,108,car,full_service,72
22889,125,bike,full_service,81
17131,53,bike,repair,49
26707,144,bike,wash,63
11770,132,car,wash,69
7553,88,car,full_service,67
21426,145,car,repair,79
12559,52,bike,wash,71
10009,49,car,full_service,53
14482,71,car,repair,81
8498,140,car,full_service,36
7636,15,car,repair,54
8362,12,bike,full_service,62
17395,19,car,wash,56
17578,65,bike,full_service,27
3537,46,car,full_service,34
20226,146,car,repair,74
16216,121,car,repair,75
19613,53,bike,wash,34
4009,5,bike,full_service,41
25368,13,bike,repair,52
15209,131,car,wash,36
16675,85,car,wash,74
16029,26,bike,repair,39
3077,6,car,repair,80
14907,130,car,full_service,72
25229,1,bike,wash,36
4867,79,car,repair,63
17152,59,car,wash,39
5873,23,car,full_service,20
9635,14,bike,repair,83
1297,94,car,wash,56
14095,141,bike,repair,70
23240,133,car,full_service,10
10036,80,bike,full_service,18
2015,17,bike,full_service,33
2384,19,bike,full_service,30
26973,114,bike,repair,22
9745,39,car,repair,8
19734,38,bike,wash,61
18653,31,car,wash,57
2260,123,car,repair,29
8701,107,bike,repair,51
25760,26,car,wash,56
21947,109,car,repair,38
24281,96,car,full_service,20
27986,73,car,full_service,40
23056,16,bike,full_service,32
11401,48,car,wash,69
16519,80,car,repair,76
22977,115,car,wash,57
12864,22,car,wash,46
16681,97,car,repair,83
23539,71,bike,wash,23
6543,140,car,full_service,48
24624,56,bike,repair,34
22067,147,car,full_service,78
19265,85,bike,full_service,48
13488,22,car,repair,31
26097,104,car,full_service,88
11079,66,bike,full_service,77
11744,33,bike,full_service,38
4809,32,bike,repair,89
23191,45,car,repair,28
22267,80,bike,repair,60
8206,146,bike,wash,11
21539,86,bike,full_service,72
22057,14,car,wash,55
29992,122,car,wash,12
14746,120,car,full_service,60
16995,77,bike,repair,81
17035,65,car,wash,62
12671,38,car,repair,89
14210,17,car,repair,73
18793,20,car,full_service,12
27270,26,bike,wash,70
6197,1,car,wash,28
16553,96,bike,repair,46
8452,38,bike,full_service,58
9718,55,bike,wash,20
15859,106,bike,repair,8
28236,126,bike,repair,63
3172,12,bike,repair,50
14158,125,car,full_service,17
17663,55,bike,full_service,41
28540,27,car,repair,58
21361,63,bike,repair,53
20053,70,car,full_service,79
12085,118,bike,repair,62
25209,99,car,repair,23
27327,40,car,full_service,22
4981,3,bike,repair,64
22153,87,bike,repair,21
6247,83,bike,repair,15
11553,45,bike,full_service,19
21811,87,car,full_service,76
7135,6,car,full_service,21
6573,76,bike,wash,9
21515,135,bike,wash,65
27284,140,car,wash,8
14731,92,bike,wash,60
8189,19,car,full_service,79
15541,77,bike,repair,52
11878,26,bike,full_service,52
12087,119,car,wash,39
14667,24,car,full_service,37
21919,51,bike,repair,25
3776,20,car,wash,9
10311,17,bike,repair,68
28564,38,car,repair,73
29835,14,bike,repair,25
29819,52,bike,wash,78
8697,37,bike,full_service,87
15629,51,car,wash,36
9386,71,car,wash,22
18046,27,car,full_service,62
26055,143,car,full_service,83
9044,117,bike,full_service,28
21602,143,car,full_service,9
10615,34,car,repair,57
16034,144,car,wash,77
6060,98,bike,wash,59
11900,51,car,wash,9
28751,139,car,full_service,73
23258,82,bike,wash,45
6581,47,bike,repair,11
29390,21,bike,wash,5
3014,122,bike,wash,56
21173,126,bike,repair,30
13997,51,bike,repair,67
11635,78,bike,wash,16
26487,128,car,full_service,74
14648,65,bike,full_service,88
8148,63,bike,wash,23
25150,7,bike,wash,84
28789,24,bike,wash,8
19748,93,bike,wash,86
15022,14,car,full_service,9
21013,121,car,wash,58
6919,74,car,repair,74
16886,103,car,full_service,61
23059,37,car,full_service,82
29048,114,car,repair,56
26256,38,car,wash,22
7638,107,bike,wash,68
5651,16,bike,wash,14
1609,134,bike,wash,27
8940,117,bike,wash,86
11348,38,bike,repair,72
4866,34,bike,wash,56
17755,50,car,repair,51
24382,46,bike,repair,74
17999,35,bike,repair,30
24295,63,bike,wash,74
23394,94,car,wash,47
3253,104,car,full_service,73
5942,12,car,full_service,67
13330,145,bike,repair,82
1864,148,bike,full_service,70
2268,111,bike,repair,67
8454,64,car,full_service,17
14666,7,car,wash,55
26360,47,bike,wash,9
21955,84,car,repair,51
13370,42,bike,repair,40
6229,84,car,wash,40
17309,18,car,wash,54
19621,22,car,wash,60
5054,114,bike,full_service,23
1935,49,car,full_service,24
13172,42,bike,full_service,26
23778,98,bike,full_service,35
25275,103,bike,repair,66
11530,115,car,repair,48
16560,50,car,full_service,72
17156,105,car,repair,71
17709,111,bike,full_service,53
10726,71,car,full_service,63
29056,138,car,wash,8
8774,79,bike,full_service,43
21245,48,bike,repair,11
2985,46,bike,full_service,75
15252,71,car,wash,53
22316,6,car,repair,19
5603,65,bike,wash,11
20162,76,car,full_service,51
16960,61,bike,full_service,72
10462,37,car,full_service,49
26216,124,bike,full_service,23
15166,83,car,repair,51
8754,28,bike,full_service,57
15246,113,bike,wash,31
5078,78,bike,repair,9
13853,22,car,repair,64
18751,105,car,repair,81
5042,130,car,wash,66
17284,100,bike,wash,63
15389,7,bike,wash,65
3575,85,bike,wash,60
7754,116,bike,full_service,82
29179,28,bike,full_service,51
18965,1,bike,wash,52
2986,112,bike,wash,14
19624,64,bike,full_service,36
21350,107,bike,full_service,69
27681,19,car,wash,28
24988,36,bike,repair,33
16470,71,car,repair,11
25704,26,bike,wash,21
6968,122,car,repair,29
29572,133,bike,full_service,40
26427,44,car,repair,65
8493,82,bike,wash,75
5103,145,bike,repair,39
3076,119,bike,repair,88
22615,64,car,repair,82
3994,24,bike,full_service,54
4744,26,car,full_service,60
15466,134,car,full_service,69
15523,105,car,wash,45
28332,43,car,repair,29
6594,106,car,full_service,38
8531,35,bike,full_service,12
8371,146,car,repair,60
15547,5,car,wash,88
19028,8,car,repair,34
29947,12,car,wash,72
4144,40,bike,repair,25
14990,127,bike,full_service,14
15083,65,bike,full_service,37
17626,84,car,full_service,79
21469,23,car,wash,87
8954,43,car,repair,79
8269,105,bike,wash,8
8130,97,car,full_service,27
7828,59,bike,wash,73
25746,8,car,wash,57
9844,129,car,wash,9
15220,55,bike,repair,22
7331,21,car,wash,21
20896,80,bike,wash,62
14397,99,car,wash,71
18883,12,bike,full_service,76
11291,70,car,full_service,60
19542,15,car,repair,44
11164,44,car,full_service,6
29501,64,car,repair,25
22546,138,car,full_service,56
11450,69,bike,repair,28
21423,147,bike,repair,57
3035,98,car,repair,42
12463,100,bike,full_service,24
8977,104,bike,wash,54
18241,139,bike,full_service,43
21207,93,bike,wash,64
24154,41,car,full_service,43
26625,82,bike,wash,75
13182,132,bike,full_service,37
1298,104,car,repair,33
24628,27,car,repair,78
1923,25,car,repair,14
21616,115,car,wash,80
14331,48,car,wash,71
21690,148,car,repair,7
20183,0,car,wash,81
7578,91,car,repair,35
5875,57,bike,full_service,31
22710,78,car,wash,74
13254,80,bike,wash,31
23966,25,car,full_service,13
29621,76,car,wash,10
19186,71,bike,wash,10
11905,68,car,wash,30
14353,5,car,full_service,47
16882,22,bike,repair,23
28429,53,bike,repair,20
20041,86,bike,full_service,27
20730,10,bike,full_service,79
10663,133,bike,full_service,84
20333,10,bike,repair,33
1941,76,car,full_service,42
2907,11,car,repair,63
5837,52,car,full_service,52
14680,98,car,wash,24
25489,35,car,repair,25
18627,144,bike,repair,32
6696,27,bike,full_service,54
17226,149,car,wash,37
14543,101,bike,repair,44
13615,6,car,full_service,58
2466,14,bike,wash,14
21341,138,car,repair,38
19350,23,car,full_service,77
1375,29,car,wash,40
1262,65,bike,repair,79
21746,60,bike,repair,78
23886,77,car,wash,11
12580,40,bike,full_service,20
28971,81,car,full_service,55
11136,50,car,wash,65
8833,94,bike,repair,35
2893,12,car,wash,36
9106,89,car,wash,49
12826,139,car,wash,80
2652,81,bike,repair,31
22924,8,car,wash,26
29717,47,car,wash,19
21276,48,car,repair,12
1599,52,car,repair,72
22199,39,bike,wash,12
19296,106,car,full_service,20
26868,23,car,wash,52
9792,107,bike,repair,38
25956,32,bike,repair,61
21597,22,bike,repair,9
4637,76,bike,full_service,48
11355,53,bike,repair,75
16989,52,bike,full_service,41
29931,48,car,repair,32
10290,77,car,repair,72
6599,79,bike,wash,42
23832,101,car,full_service,50
15342,121,bike,wash,77
25941,102,car,full_service,30
14945,89,bike,repair,79
11762,89,bike,repair,88
28995,120,car,full_service,57
15312,148,bike,wash,67
8382,145,car,full_service,67
28052,59,bike,full_service,42
9982,121,bike,full_service,19
20953,140,car,repair,13
8707,29,bike,full_service,79
18130,129,car,repair,26
25888,82,car,wash,74
5633,110,car,repair,60
18304,107,car,wash,41
10269,110,car,wash,61
14778,24,bike,wash,64
8008,49,bike,repair,89
16523,13,car,full_service,16
28405,133,bike,repair,11
19765,75,car,wash,70
4618,83,bike,full_service,45
26373,86,car,repair,28
21827,29,bike,wash,29
1272,57,car,wash,66
28586,93,bike,full_service,88
14007,40,car,repair,48
19157,93,car,full_service,6
3547,56,bike,full_service,46
4164,63,car,full_service,37
22164,97,car,full_service,21
15414,15,bike,repair,67
15327,87,bike,full_service,26
16576,77,car,wash,5
1946,89,car,wash,74
15693,71,car,wash,58
28241,13,car,full_service,18
17890,30,bike,wash,57
16540,65,car,repair,10
7719,111,car,full_service,68
9435,67,bike,full_service,37
26081,54,bike,full_service,76
12350,122,car,repair,48
23744,24,bike,full_service,38
25041,130,bike,full_service,38
4590,68,bike,wash,28
11064,101,car,wash,6
29369,117,car,full_service,12
18576,25,car,repair,29
18848,39,bike,wash,36
1390,37,car,full_service,60
22999,6,car,wash,11
13668,119,car,wash,52
12569,146,bike,repair,58
14029,34,car,full_service,67
23490,77,car,wash,77
14107,37,car,full_service,84
26248,137,car,repair,6
3560,27,bike,repair,39
6867,99,car,wash,26
16284,37,car,repair,87
2211,143,bike,wash,68
10121,123,bike,full_service,63
2539,148,bike,wash,53
26488,91,bike,wash,56
18027,96,bike,repair,25
9693,5,car,full_service,16
9921,126,bike,full_service,15
18667,14,bike,wash,58
25064,107,bike,full_service,87
11310,130,car,full_service,74
24729,42,car,wash,18
13744,46,car,wash,37
5386,98,bike,full_service,81
29412,13,car,wash,30
18303,131,bike,repair,18
13242,114,bike,full_service,52
19723,139,car,wash,69
15257,1,car,full_service,50
9947,144,car,full_service,59
14946,34,bike,repair,78
6930,9,car,repair,78
6402,111,car,full_service,72
23047,20,car,repair,82
27445,14,car,wash,16
17017,111,car,full_service,58
22659,125,bike,repair,68
1507,84,bike,full_service,51
2436,84,car,full_service,41
28151,4,bike,wash,78
12618,116,bike,wash,45
9750,145,bike,wash,31
17122,148,car,repair,46
8354,71,bike,repair,80
12294,73,car,repair,72
21900,50,bike,wash,33
14840,23,car,full_service,40
21006,37,bike,wash,61
5399,43,bike,repair,82
6037,74,car,repair,16
29633,94,car,repair,49
25495,22,bike,wash,24
16848,123,car,repair,49
4715,85,car,wash,27
15877,42,car,full_service,66
8837,39,car,wash,38
2301,46,bike,repair,25
8370,19,car,full_service,55
22569,108,bike,repair,13
19539,67,bike,full_service,78
7411,23,car,repair,14
7365,35,car,wash,56
16449,44,car,repair,49
1692,129,car,wash,56
29926,27,bike,wash,34
2478,22,bike,full_service,68
7396,90,car,wash,6
9448,133,bike,wash,53
11622,102,car,wash,49
17825,37,bike,full_service,21
11073,93,bike,repair,32
3646,52,bike,repair,49
6209,37,car,wash,21
29396,42,car,wash,63
7533,102,bike,repair,18
22061,113,car,wash,14
8211,3,car,repair,82
10927,4,bike,full_service,85
12927,67,car,wash,22
20029,122,car,wash,39
25594,79,bike,repair,52
10316,10,bike,repair,62
13177,141,bike,full_service,22
11846,119,bike,wash,56
8933,25,car,repair,34
6476,35,car,full_service,41
14853,143,bike,repair,44
8928,121,bike,repair,10
3080,58,car,full_service,83
7089,95,car,full_service,39
24780,5,car,full_service,30
27123,97,bike,full_service,34
8797,55,bike,full_service,79
18245,135,bike,full_service,28
9346,93,bike,wash,59
20878,26,car,full_service,82
1904,119,bike,wash,13
18653,24,bike,repair,66
17788,85,car,repair,22
26419,145,bike,full_service,55
10974,11,car,repair,23
27140,86,bike,full_service,73
2184,108,car,full_service,86
26322,88,car,wash,37
2725,9,car,repair,42
12380,73,bike,full_service,17
25846,76,bike,repair,53
14057,53,bike,wash,77
23195,101,bike,repair,57
